product_id,product_name,main_category,sub_category,discounted_price,actual_price,discount_percentage,savings,rating,rating_count
B08G1RW2Q3,EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Qu...,Computers & Accessories,Accessories & Peripherals,299.0,799.0,63,500.0,4.0,151
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU...",Electronics,"Home Theater,TV & Video",247.0,399.0,38,152.0,3.9,200
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suita...,Electronics,"Home Theater,TV & Video",1369.0,2999.0,54,1630.0,3.3,227
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote...",Electronics,"Home Theater,TV & Video",199.0,499.0,60,300.0,3.8,538
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,"Home Theater,TV & Video",299.0,599.0,50,300.0,4.0,171
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,"Home Theater,TV & Video",14999.0,14999.0,0,0.0,4.3,27508
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers...,Computers & Accessories,Accessories & Peripherals,299.0,699.0,57,400.0,3.9,1454
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,"Home Theater,TV & Video",24990.0,51990.0,52,27000.0,4.2,2951
B0BQRJ3C47,"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Ty...",Computers & Accessories,Accessories & Peripherals,249.0,999.0,75,750.0,5.0,0
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,"Home Theater,TV & Video",61999.0,69999.0,11,8000.0,4.1,6753
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,"Home Theater,TV & Video",24499.0,50000.0,51,25501.0,3.9,3518
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL...,Electronics,"Home Theater,TV & Video",10499.0,19499.0,46,9000.0,4.2,1510
B08V9C4B1J,Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung...,Computers & Accessories,Accessories & Peripherals,349.0,999.0,65,650.0,4.3,838
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,"Home Theater,TV & Video",197.0,499.0,61,302.0,3.8,136
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Re...,Electronics,"Home Theater,TV & Video",1299.0,2499.0,48,1200.0,4.3,301
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power...",Computers & Accessories,Accessories & Peripherals,1519.0,1899.0,20,380.0,4.4,19763
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (...,Electronics,"Home Theater,TV & Video",46999.0,69999.0,33,23000.0,4.3,21252
B00OFM6PEO,Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed...,Computers & Accessories,Accessories & Peripherals,299.0,799.0,63,500.0,4.3,1902
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI V...",Electronics,Wearable Technology,1799.0,19999.0,91,18200.0,4.2,13937
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes,...",Electronics,Wearable Technology,1998.0,9999.0,80,8001.0,4.3,27696
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Call...",Electronics,Wearable Technology,1999.0,7990.0,75,5991.0,3.8,17831
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging |...,Electronics,Mobiles & Accessories,2049.0,2199.0,7,150.0,4.3,178912
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 500...",Electronics,Mobiles & Accessories,6499.0,8999.0,28,2500.0,4.0,7807
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,Mobiles & Accessories,28999.0,28999.0,0,0.0,4.3,17415
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,Mobiles & Accessories,28999.0,28999.0,0,0.0,4.3,17415
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh...",Electronics,Mobiles & Accessories,6499.0,8999.0,28,2500.0,4.0,7807
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh...",Electronics,Mobiles & Accessories,6499.0,8999.0,28,2500.0,4.0,7807
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Sma...",Electronics,Accessories,569.0,1000.0,43,431.0,4.4,67259
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NIT...",Electronics,Wearable Technology,1898.0,4999.0,62,3101.0,4.1,10689
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,Mobiles & Accessories,1299.0,1599.0,19,300.0,4.0,128311
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2...",Electronics,Wearable Technology,1499.0,6990.0,79,5491.0,3.9,21796
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button...",Electronics,"Headphones,Earbuds & Accessories",599.0,999.0,40,400.0,4.1,192590
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM P...",Electronics,Mobiles & Accessories,9499.0,11999.0,21,2500.0,4.2,284
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced...",Electronics,"Headphones,Earbuds & Accessories",599.0,2499.0,76,1900.0,3.9,58162
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25...",Electronics,Mobiles & Accessories,8999.0,11999.0,25,3000.0,4.0,12796
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Comp...",Electronics,Mobiles & Accessories,349.0,1299.0,73,950.0,4.0,14282
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,"Headphones,Earbuds & Accessories",349.0,999.0,65,650.0,4.1,363713
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Sm...",Electronics,Accessories,959.0,1800.0,47,841.0,4.4,67259
B0BMGB2TPR,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM...",Electronics,Mobiles & Accessories,9499.0,11999.0,21,2500.0,4.2,284
B08MC57J31,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt...",Electronics,Mobiles & Accessories,1499.0,2499.0,40,1000.0,4.3,15970
B08HVL8QN3,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 1...",Electronics,Mobiles & Accessories,1149.0,2199.0,48,1050.0,4.3,178912
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for...",Electronics,Mobiles & Accessories,349.0,999.0,65,650.0,3.9,46399
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,Mobiles & Accessories,1219.0,1699.0,28,480.0,4.4,8891
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Spor...",Electronics,Wearable Technology,1599.0,3999.0,60,2400.0,4.0,30254
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp...",Electronics,Wearable Technology,1499.0,7999.0,81,6500.0,4.2,22636
B09TWHTBKQ,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery...",Electronics,Mobiles & Accessories,18499.0,25999.0,29,7500.0,4.1,22318
B08L5HMJVW,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,Accessories,369.0,700.0,47,331.0,4.4,67259
B0B4F2XCK3,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto...",Electronics,Mobiles & Accessories,12999.0,17999.0,28,5000.0,4.1,18998
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI V...",Electronics,Wearable Technology,1799.0,19999.0,91,18200.0,4.2,13937
B09YV4MW2T,Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch...,Electronics,Wearable Technology,2199.0,9999.0,78,7800.0,4.2,29471
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery |...",Electronics,Mobiles & Accessories,16999.0,24999.0,32,8000.0,4.1,22318
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm...",Electronics,Mobiles & Accessories,16499.0,20999.0,21,4500.0,4.0,21350
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI V...",Electronics,Wearable Technology,1799.0,19999.0,91,18200.0,4.2,13937
B09GFPVD9Y,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5...",Electronics,Mobiles & Accessories,8499.0,10999.0,23,2500.0,4.1,313836
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G2...",Electronics,Mobiles & Accessories,6499.0,8499.0,24,2000.0,4.1,313836
B0BF4YBLPX,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI V...",Electronics,Wearable Technology,1799.0,19999.0,91,18200.0,4.2,13937
B09XB7DPW1,"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 500...",Electronics,Mobiles & Accessories,8999.0,11999.0,25,3000.0,4.0,12796
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,Mobiles & Accessories,139.0,495.0,72,356.0,4.3,14185
B0B3N7LR6K,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 P...",Electronics,Wearable Technology,3999.0,16999.0,76,13000.0,4.3,17159
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruVie...",Electronics,Wearable Technology,2998.0,5999.0,50,3001.0,4.1,5179
B07WJV6P1R,"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's Fir...",Electronics,Mobiles & Accessories,15499.0,18999.0,18,3500.0,4.1,19252
B0BF54LXW6,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI V...",Electronics,Wearable Technology,1799.0,19999.0,91,18200.0,4.2,13937
B09XB7SRQ5,"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5...",Electronics,Mobiles & Accessories,8999.0,11999.0,25,3000.0,4.0,12796
B09FFK1PQG,"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C...",Electronics,Mobiles & Accessories,873.0,1699.0,49,826.0,4.4,1680
B09RMQYHLH,"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP...",Electronics,Mobiles & Accessories,12999.0,15999.0,19,3000.0,4.2,13246
B08ZN4B121,WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Sta...,Electronics,Mobiles & Accessories,539.0,1599.0,66,1060.0,3.8,14648
B0B3RSDSZ3,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes,...",Electronics,Wearable Technology,1999.0,9999.0,80,8000.0,4.3,27696
B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additio...",Electronics,Mobiles & Accessories,15490.0,20990.0,26,5500.0,4.2,32916
B09T39K9YL,"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Ch...",Electronics,Mobiles & Accessories,19999.0,24999.0,20,5000.0,3.9,25824
B08VF8V79P,"Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones, Black",Electronics,Mobiles & Accessories,1075.0,1699.0,37,624.0,4.4,7462
B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,"Headphones,Earbuds & Accessories",399.0,699.0,43,300.0,4.0,37817
B09PNKXSKF,"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes...",Electronics,Wearable Technology,1999.0,3990.0,50,1991.0,4.0,30254
B0B5DDJNH4,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Call...",Electronics,Wearable Technology,1999.0,7990.0,75,5991.0,3.8,17831
B07WDKLDRX,"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W...",Electronics,Mobiles & Accessories,28999.0,34999.0,17,6000.0,4.4,20311
B09MQSCJQ1,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch F...",Electronics,Wearable Technology,2299.0,7990.0,71,5691.0,4.2,69622
B094YFFSMY,Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stan...,Electronics,Mobiles & Accessories,399.0,1999.0,80,1600.0,4.0,3382
B09MT84WV5,Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Car...,Electronics,Accessories,1149.0,3999.0,71,2850.0,4.3,140036
B08VS3YLRK,Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Char...,Electronics,Mobiles & Accessories,529.0,1499.0,65,970.0,4.1,8599
B0B4F3QNDM,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Up...",Electronics,Mobiles & Accessories,13999.0,19499.0,28,5500.0,4.1,18998
B07GQD4K6L,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),Electronics,"Headphones,Earbuds & Accessories",379.0,999.0,62,620.0,4.1,363713
B07WDKLRM4,"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED...",Electronics,Mobiles & Accessories,13999.0,19999.0,30,6000.0,4.1,19252
B0BP18W8TM,"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling...",Electronics,Wearable Technology,3999.0,9999.0,60,6000.0,4.4,73
B07GXHC691,STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPho...,Electronics,Mobiles & Accessories,99.0,499.0,80,400.0,4.3,42641
B08FN6WGDQ,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Up...",Electronics,"Headphones,Earbuds & Accessories",4790.0,15990.0,70,11200.0,4.0,4390
B0B3D39RKV,"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics,Mobiles & Accessories,33999.0,33999.0,0,0.0,4.3,17415
B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protecti...,Computers & Accessories,Accessories & Peripherals,99.0,999.0,90,900.0,4.0,1396
B08D75R3Z1,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line...",Electronics,"Headphones,Earbuds & Accessories",299.0,1900.0,84,1601.0,3.6,18202
B0B4F2TTTS,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8...",Electronics,Mobiles & Accessories,10999.0,14999.0,27,4000.0,4.1,18998
B09WRMNJ9G,"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",Electronics,Mobiles & Accessories,34999.0,38999.0,10,4000.0,4.2,11029
B0B14MR9L1,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery |...",Electronics,Mobiles & Accessories,16999.0,24999.0,32,8000.0,4.1,22318
B09ZPL5VYM,"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Comp...",Electronics,Mobiles & Accessories,199.0,499.0,60,300.0,4.1,1786
B0993BB11X,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (...",Electronics,Mobiles & Accessories,999.0,1599.0,38,600.0,4.0,7222
B09V2PZDX8,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Electronics,Mobiles & Accessories,1299.0,1599.0,19,300.0,4.0,128311
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckb...",Electronics,"Headphones,Earbuds & Accessories",599.0,1800.0,67,1201.0,3.5,83996
B09MT6XSFW,Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card...,Electronics,Accessories,599.0,1899.0,68,1300.0,4.3,140036
B07RD611Z8,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Deli...",Electronics,Mobiles & Accessories,1799.0,2499.0,28,700.0,4.1,18678
B0B4F52B5X,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upt...",Electronics,Mobiles & Accessories,10999.0,14999.0,27,4000.0,4.1,18998
B096VF5YYF,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch F...",Electronics,Wearable Technology,2999.0,7990.0,62,4991.0,4.1,48449
B0B5D39BCD,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Call...",Electronics,Wearable Technology,1999.0,7990.0,75,5991.0,3.8,17831
B09XBJ1CTN,MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,Electronics,Mobiles & Accessories,649.0,999.0,35,350.0,4.2,1315
B0B4F5L738,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Up...",Electronics,Mobiles & Accessories,13999.0,19499.0,28,5500.0,4.1,18998
B08MTCKDYN,"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Ch...",Electronics,Mobiles & Accessories,119.0,299.0,60,180.0,4.1,5999
B09QS8V5N8,"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display |...",Electronics,Mobiles & Accessories,12999.0,17999.0,28,5000.0,4.1,50772
B09T2WRLJJ,"Redmi Note 11 Pro + 5G (Phantom White, 8GB RAM, 128GB Storage) | 67W Turbo Ch...",Electronics,Mobiles & Accessories,20999.0,26999.0,22,6000.0,3.9,25824
B089WB69Y1,"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Ad...",Electronics,Mobiles & Accessories,249.0,649.0,62,400.0,4.0,14404
B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor...,Electronics,Mobiles & Accessories,99.0,171.0,42,72.0,4.5,11339
B09P858DK8,"WeCool C1 Car Mobile Holder with One Click Technology,360° Rotational, Strong...",Electronics,Mobiles & Accessories,489.0,1999.0,76,1510.0,4.0,3626
B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics,Accessories,369.0,1600.0,77,1231.0,4.0,32625
B07WHQWXL7,"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED...",Electronics,Mobiles & Accessories,15499.0,20999.0,26,5500.0,4.1,19252
B07WDK3ZS6,"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's Firs...",Electronics,Mobiles & Accessories,15499.0,18999.0,18,3500.0,4.1,19252
B09T2S8X9C,"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Ch...",Electronics,Mobiles & Accessories,22999.0,28999.0,21,6000.0,3.9,25824
B07S9S86BF,boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),Electronics,"Headphones,Earbuds & Accessories",599.0,1490.0,60,891.0,4.1,161679
B07N8RQ6W7,Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),Electronics,Mobiles & Accessories,134.0,699.0,81,565.0,4.1,16685
B09FKDH6FS,"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5...",Electronics,Mobiles & Accessories,7499.0,7999.0,6,500.0,4.0,30907
B08HVJCW95,MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) an...,Electronics,Mobiles & Accessories,1149.0,2199.0,48,1050.0,4.3,178912
B09YDFDVNS,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory...",Electronics,Mobiles & Accessories,1324.0,1699.0,22,375.0,4.0,128311
B07WGPKTS4,"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED...",Electronics,Mobiles & Accessories,13999.0,19999.0,30,6000.0,4.1,19252
B09MZCQYHZ,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (...",Electronics,Mobiles & Accessories,999.0,1599.0,38,600.0,4.0,7222
B0B4F2ZWL3,"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | U...",Electronics,Mobiles & Accessories,12999.0,17999.0,28,5000.0,4.1,18998
B08VB2CMR3,"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional...",Electronics,Mobiles & Accessories,15490.0,20990.0,26,5500.0,4.2,32916
B095RTJH1M,Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro -...,Electronics,Mobiles & Accessories,999.0,2899.0,66,1900.0,4.6,26603
B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, Sp...",Electronics,Wearable Technology,1599.0,4999.0,68,3400.0,4.0,67950
B09YDFKJF8,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory...",Electronics,Mobiles & Accessories,1324.0,1699.0,22,375.0,4.0,128311
B07WDK3ZS2,"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G...",Electronics,Mobiles & Accessories,20999.0,29990.0,30,8991.0,4.3,9499
B08RZ5K9YH,MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - White,Electronics,Mobiles & Accessories,999.0,1999.0,50,1000.0,4.3,1777
B08444S68L,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional...",Electronics,Mobiles & Accessories,12490.0,15990.0,22,3500.0,4.2,58506
B07WHQBZLS,"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm...",Electronics,Mobiles & Accessories,17999.0,21990.0,18,3991.0,4.0,21350
B09JS562TP,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage...",Electronics,Mobiles & Accessories,1399.0,1630.0,14,231.0,4.0,9378
B09V17S2BG,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate & SpO2 Level Moni...",Electronics,Wearable Technology,1499.0,6990.0,79,5491.0,3.9,21796
B0B5CGTBKV,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Call...",Electronics,Wearable Technology,1999.0,7990.0,75,5991.0,3.8,17833
B0B23LW7NV,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack...,Electronics,Mobiles & Accessories,999.0,2899.0,66,1900.0,4.7,7779
B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity,...",Electronics,Mobiles & Accessories,2099.0,5999.0,65,3900.0,4.3,17129
B0971DWFDT,"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C...",Electronics,Mobiles & Accessories,337.0,699.0,52,362.0,4.2,4969
B0BNV7JM5Y,"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling with Ul...",Electronics,Wearable Technology,2999.0,7990.0,62,4991.0,4.1,154
B0B53QFZPY,"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full To...",Electronics,Wearable Technology,1299.0,5999.0,78,4700.0,3.3,4415
B07WJWRNVK,"iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm P...",Electronics,Mobiles & Accessories,16499.0,20990.0,21,4491.0,4.0,21350
B01F25X6RQ,Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphones With Mic With...,Electronics,"Headphones,Earbuds & Accessories",499.0,499.0,0,0.0,4.2,31539
B0B244R4KB,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro - 2 Pack (Sen...,Electronics,Mobiles & Accessories,999.0,2899.0,66,1900.0,4.6,6129
B0BMGG6NKT,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8GB RAM with RAM...",Electronics,Mobiles & Accessories,10499.0,13499.0,22,3000.0,4.2,284
B092JHPL72,"SWAPKART Flexible Mobile Tabletop Stand, Metal Built, Heavy Duty Foldable Laz...",Electronics,Mobiles & Accessories,251.0,999.0,75,748.0,3.7,3234
B09GFM8CGS,"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G...",Electronics,Mobiles & Accessories,6499.0,7999.0,19,1500.0,4.1,313832
B0B3MWYCHQ,Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Cal...,Electronics,Wearable Technology,2999.0,9999.0,70,7000.0,4.2,20879
B09J2MM5C6,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (...,Electronics,Mobiles & Accessories,279.0,1499.0,81,1220.0,4.2,2646
B07Q4QV1DL,ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for A...,Electronics,Mobiles & Accessories,269.0,1499.0,82,1230.0,4.5,28978
B0B56YRBNT,"Tecno Spark 9 (Sky Mirror, 6GB RAM,128GB Storage) | 11GB Expandable RAM | Hel...",Electronics,Mobiles & Accessories,8999.0,13499.0,33,4500.0,3.8,3145
B01DF26V7A,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button...",Electronics,"Headphones,Earbuds & Accessories",599.0,1299.0,54,700.0,4.1,192589
B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweig...",Electronics,Mobiles & Accessories,349.0,999.0,65,650.0,3.8,16557
